comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
হঠাৎ প্রবলভাবে কেঁপে উঠলো গোটা জাহাজটি। হোঁচট খেয়ে ছিটকে পড়ে গেলেন অনেক যাত্রী। বিস্ময়ের রেশ কাটতে না কাটতেই অন্ধকারে ডুবে গেলো বিশ্বের অন্যতম বিলাসবহুল আলো ঝলমলে এই বিশাল প্রমোদতরী।,0,0,0,0,0,0
জোস টপিক,0,0,0,0,0,0
কিছু জিনিস জানতাম। পুরোটা জানা গেল,0,0,0,0,0,0
"আমি ও গান টি ""লা কাসা দে পাপেল (মানি হিইস্ট) এর ২য় সিসনের লাস্ট এই শুনি,  এতো ভালো যে লেগেছিল বলে বুজানো যাবে নাহ। কিন্তু এই গানের পিছনে যে এতো বড় ইতিহাস ছিল তা আজ পোস্ট টা না পরলে জানতাম নাহ।। ধন্যবাদ রোয়ার বাংলা।  কিপ রাইটিং লাইক দেট 😍😍😍",0,0,0,0,0,0
অনেকের গেমিং জগতে হাতেখড়ি হয়েছে এই ভিডিও গেমের মাধ্যমে। অন্যান্য আর্কেড গেমের মতো এই গেমটিও গেমের দোকানে গিয়ে কয়েন দিয়ে খেলতে হতো।,0,0,0,0,0,0
"ভাই গো ভাই এই একটা গেমের জন্য কত যে মাইর খাইছি স্যার,আর বাবা,চাচার কাছে।তার পর ও হুরিয়া ডাক টা শুনলে সব ভুলে জেতাম😀😀😀",0,0,0,0,0,0
এই গেম খেলে স্কুল থেকে নাম কাটছি। ছিল ১ রোল ফাস্ট বয় হলাম ২২৫ রোল। কত টাকা চুরি করছি জানি না।,0,0,0,0,0,0
"টিফিনের টাইম এ,টিফিন না খেয়ে সেই টাকা দিয়ে খেলতাম..আর এই খেলার জন্য কত মাইর খাইছি আম্মার হাতে..আহা শৈশব..",0,0,0,0,0,0
টিফিনের সময় স্কুল থেকে স্যার ভিডিও গেমসের দোকানে গিয়ে ধরে এনে আমাকে কড়া মাইর দিয়ে হাই বেঞ্চের উপরে মেয়েদের সামনে কান ধরে দাঁড় করে রাখছিল 😂😁 এর পর আর কোনদিন যাওয়া হয়নি। মাইরের উপর কোন ওষুধ নাই 🙈🙉🙊,0,0,0,0,0,0
ছোট্ট বেলার কথা মনে করিয়ে দিলেন😐  কয়েন কিনার টাকার জন্য কতো কষ্টই না করতাম😥 ইদের পুরো সালামি এই মোস্তাফার পিছনেই খরচ করতাম😥😥  কতই না সু্ন্দর ছিলো দিন গুলা😨😨,0,0,0,0,0,0
এটার জন্য কতো মার খেয়েছি। আর সারা রাস্তায় গেমসের দোকানে শুধু হুরিয়া হুরিয়া শব্দ শুনেছি। কোথায় হারিয়ে গেল সোনালী দিন গুলো সেই আজ আর নেই 😢,0,0,0,0,0,0
অনেক মাইর খাইছি খেলাটার জন্য। ফ্যামিলি মেম্বার থেকে শুরু করে স্কুলের টিচার এমনকি প্রাইভেট টিচারও কম মারেনি।  এমনকি কোথাও ঘুরতে গেলেও দোকান খুঁজে খেলা শুরু করতাম।  শুধুমাত্র মেজো মামা আমাকে উৎসাহ দিয়েছিল খেলাটির ব্যাপারে।  বাকি সবাই মাইর।  মিস ইট সো মাছ,0,0,0,0,0,0
এই গেম টির Android লিংক কেউ দিতে পারবেন???,0,0,0,0,0,0
এই গেমটার জন্য ছোটবেলায় অনেক মার খেয়েছি।তবুও টিফিনের টাকা জমিয়ে দোকানে ১ টাকার কয়েন ঢুকিয়ে খেলতাম।এইসব গেমের দোকান এখন আর ঢাকা শহরে নেই বললেই চলে।,0,0,0,0,0,0
ছোটবেলায় ক্লাসে প্রেজেন দিয়ে স্কুল পালাইয়া বইখাতা চটপটি মামার কাছে রেখে খেলতে যাইতামগা😔 এই গেইমটার আসক্তির কারণে লেখা পড়া হই নাই। আগে একটা লাইফের জন্যে একটাকা দিতাম😊 এখন কত তা জানিনা।,0,0,0,0,0,0
আসলেই এক সময়ের সেরা গেমস এটা!!!!,0,0,0,0,0,0
"টিফিনের টাইম এ,টিফিন না খেয়ে সেই টাকা দিয়ে খেলতাম..আর এই খেলার জন্য কত মাইর খাইছি আম্মার হাতে..আহা শৈশব..",0,0,0,0,0,0
আহ কত কয়েন গেলো এই গেমের জন্য।,0,0,0,0,0,0
"কতো বার যে ১ কয়েন এ গেম অভার দিছি,,,ইসসসস ওইগুলাই ছিলো দিন 😫😫😫",0,0,0,0,0,0
কত টাকা নষ্ট করছি এই গেমস এর পেছনে!!!!,0,0,0,0,0,0
আমার প্রিয় ছিলো এই গেমস টি!!!!,0,0,0,0,0,0
আমার হাতেখড়ি ছিলো...,0,0,0,0,0,0
আমার জিবনের সেরা সেরা খেলার সময় ছিলো,0,0,0,0,0,0
আমার পয়সায় বড় লিজেন্ডরা গেলতো। আমি দেখতাম।😂😂,0,0,0,0,0,0
এই গেমস খেলার জন্য মার হাতে বেলনের বাড়ি  খাইছি কত😟,0,0,0,0,0,0
",হুরিয়া",0,0,0,0,0,0
আমি ফিরে যেতে চাই সেই মধুর শৈশবে।,0,0,0,0,0,0
আহ কি মজার শৈশব ছিলো,0,0,0,0,0,0
মোস্তফা bad to the bone .... the real love .... অনেকবার ১ কয়েন দিয়েই গেম ওভার করেছি।,0,0,0,0,0,0
নস্টালজিক হয়ে গেলাম <3,0,0,0,0,0,0
"ব্লেড বসও আছে,,,,,",0,0,0,0,0,0
খুব মিস করি..... এইটার জন্য যে জীবনে কত মাইর খাইছি নিজেওও জানি না😭,0,0,0,0,0,0
তারিকের ৭ হাজার সৈন্যের সাথে যোগ হওয়া মুসা বিন নুসায়েরের পাঠানো আরো ৫ হাজার সৈন্যের অসাধারণ রণকৌশলে মুহূর্তের মধ্যেই ছত্রভঙ্গ হয়ে গেলো এক লক্ষ সেনার ভিজিগথ বাহিনী।,0,0,0,0,0,0
আবার ফিরে আসবে সেই সোনালীদিন। ইনসাআল্লাহ!,1,0,0,0,0,0
সেই মুসলিমদের আজকে এই অবস্থা,0,0,0,0,0,0
সোনালী অতীত 😓,0,0,0,0,0,0
আমিন,0,0,0,0,0,0
"মোট চৌদ্দজন ক্রিকেটার বিশ্বকাপের এক আসরে পাঁচ শতাধিক রান সংগ্রহ করেছেন, যার মধ্যে এই আসরেরই রয়েছে সাতজন ক্রিকেটার। কিন্তু কারা করেছেন ৬০০+ রান?",0,0,0,0,0,0
"এবারের বিশ্বকাপটা সাকিবময় ছিল। যদি সতীর্থদের কাছ থেকে সমান সাপোর্ট পেতেন,তাইলে বাংলাদেশকে হয়তো সেমিতে নিয়ে যেতেন অনায়াসেই।  শুভ কামনা  জনাব সাকিব আল হাসান👍",0,0,0,0,0,0
সাকিব মানেই সিমাহীন ভালোবাসা,0,0,0,0,0,0
"সাকিব আল হাসান,  বাংলা দেশের গৌরব।",0,0,0,0,0,0
"অভিনন্দন ও শুভেচ্ছা সাকিব আল হাসান ,  শুভ কামনা রইল সারাজীবন যেন বাংলাদেশের উজ্জ্বল দৃষ্টান্ত হয়ে থাকে।।",0,0,0,0,0,0
"পুরো টুর্নামেন্টে যারা ব্যাটে-বলে আলোকিত করেছে, সেই সেরাদের নিয়েই আইসিসির মূল একাদশ।",0,0,0,0,0,0
মাশরাফি কই?,0,0,0,0,0,0
"ব্যাটিং এ ডেভিড ওয়ার্নার, কিপিং ব্যাটসম্যান হিসেবে মুশফিক সফল।।",0,0,0,0,0,0
তার স্বপ্নের আজাদ হিন্দ ফৌজকে নিয়ে ভারতে পদার্পণ করতে হলে তাকে যে করেই হোক দক্ষিণ-পূর্ব এশিয়ায় যেতে হবে। কিন্তু যাবেন কীভাবে?,0,0,0,0,0,0
তাই নাকি,0,0,0,0,0,0
"আমরা এখনো অন্ধকারে, হিন্দু মুসলিম নিয়ে পরে আছি।কেন যে আর একজন নেতাজী,রাসবিহারী, হাবিবুর রহমান,আবিদ হাসান জন্মায় না!      ধন্যবাদ roar পোস্টটার জন্য, যদিও এখন কেউ কেউ উদাসীন।",0,0,0,0,0,0
"এত বড় একজন নেতা কিভাবে গায়েব হয়ে গেল তার সঠিক ইতিহাস কেউ জানতে পারলো না,, অবাক লাগে",0,0,0,0,0,0
"ভাল লেখা নিঃসন্দেহে। তবে সংশ্লিষ্ট সম্পাদককে বলছি, শরৎচন্দ্র বসুর ছবি তলার শিরোনামে শিশিরচন্দ্র বসু রয়ে গিয়েছে, সম্ভবত ওনার ছেলে শিশিরকুমার বসুর সঙ্গে গুলিয়ে। এটা একটু ঠিক করে দেবেন।",0,0,0,0,0,0
প্রকৃত দেশনায়ক। স্যালুট।,0,0,0,0,0,0
সদ্যই বিশ্বকাপ অভিযান শেষ করে অবসরের ঘোষণা দেওয়া ইমরান তাহির। একজন ইমরান তাহিরের অভাব কতটা অনুভব করবে প্রোটিয়ারা?,1,0,0,0,0,0
কিংবদন্তী কি এখন রাস্তাঘাটে বিস্তর পাওয়া যাচ্ছে নাকি এডমিন?,0,0,0,0,0,0
কেন অবসর,1,0,0,0,0,0
ইমরান তাহির 😂😂,0,0,0,0,0,0
তাকে মিস করবে প্রকৃত ক্রিকেট প্রেমি ভক্তরা,0,0,0,0,0,0
যারে তারে কিংবদন্তি বানাই ফেলেন আপনারা!,1,1,0,0,0,0
নোয়াখালীবাসী বহুত মিস করবে,0,0,0,0,0,0
মিস করব তার উদযাপন ....,0,0,0,0,0,0
বয়স যে কেবল একটা সংখ্যা তা তাকে দেখে বুঝা যায় ❤,0,0,0,0,0,0
কিংবদন্তি ?? নট এট অল,0,0,0,0,0,0
তার সেলিব্রেশনটা অনেক মিস করব😥,0,0,0,0,0,0
ইমরান তাহির কখন অবসর নিলো 😱,0,0,0,0,0,0
তার দৌড়টাকে আসলেই মিস করব,0,0,0,0,0,0
পাগলা দৌড়,1,0,0,0,0,0
আর কেউ উইকেট পাওয়ার পর এতো পাগলাটে সেলিব্রেশন করবে না।  দৌড়ে পাহাড় পর্বত জয় করবে না🙄🙄😭😭😭,0,0,0,0,0,0
তার সেলিব্রেশন টা আলাদা ছিলো,0,0,0,0,0,0
একজন ইমরান তাহির সে এখন অতীত   তবে  অনেক লেগ স্পিনার এর অনুপ্রেরণা হিসেবে কাজ করবে ওনার  কৃত্তি  গুলো।  ভালোবাসা  অভিরাম তাহির ভাই 💜💜,0,0,0,0,0,0
বর্তমানে সারা বিশ্বে প্রায় ২০ লক্ষ মানুষ এ ভাষায় কথা বলে থাকে। তাই এটিই বিশ্বের সবচেয়ে বেশি কথিত কৃত্রিম ভাষা।,0,0,0,0,0,0
"খ্রিস্ট ধর্মের মাতা মেরী দেখা দেবেন সেদিন। গুজবে গুজবে খবরটি সয়লাব হয়ে যায় সমগ্র পর্তুগাল জুড়ে, পত্র পত্রিকায় আসতে থাকে খবর। ঘটনা দেখার জন্য জড়ো হতে থাকে মানুষ। তারপর?",0,0,0,0,0,0
"খৃস্টান ধর্মাবলম্বী ছাড়া আমরা যারা হিন্দু, মুসলিম বা অন্যান্য ধর্মের মানুষের কাছে তা নিতান্তই বানানো কাহিনী মনে হওয়াটাই স্বাভাবিক। এটাই হচ্ছে পৃথিবীর সবধরণের ধর্মের মূলকথা ""আমাদের ধর্মই সেরা "" বাকিরা সব ফালতু কাহিনীর হোতা। আপনি যেই ধর্মের লোক হোক, আপনি যদি আপনার ধর্মকে মানেন, বিশ্বাস করেন, অন্যান্য ধর্মকেন্দ্রিক কাহিনী বা নিতীমালা আপনাকে মানতে হবে, মনে প্রাণে ভালোবাসতে হবে। তাহলেই আপনি আমি মানুষ।",0,0,0,0,0,0
"সুনিল কাকার দোকানের জিলাপিতে মসজিদে মিলাদ, আর আল আমিনের দোকানের চিড়ে মুড়িতে মন্দিরে প্রসাদ,  এ শুধু বাংলাদেশেই সম্ভব।",1,0,0,0,0,0
সেই গুজব নামক শব্দই বাংলাদেশকে খাইল,0,0,0,0,0,0
ভালো লেগেছে,1,0,0,0,0,0
কৃষ্ণের দুধ খাওয়া নিয়ে একটা রিপোর্ট প্রকাশ করুন,1,0,0,0,0,0
আরে গুজব তো আমাদের নিত্যসঙ্গী,0,0,0,0,0,0
এই একমাত্র লেখা যার আগা গোড়া কিছুই বুঝি নাই।,0,0,0,0,0,0
"এখন জামাত, বিএনপি,পদ্মা সেতুতে মানুষের মাথার জন্য ছেলে ধরা কৌশল আর দেলোয়ার হুসাইন সাঈদিকে চাঁদে দেখা গেল এই দুই ঘটনার সাথে এই ঘটনার মিল খুজে পেলাম।",1,0,0,0,0,0
সীতা কিভাবে গর্ভবতী হয়েছিলো তা নিয়ে একটি আর্টিকেল লিখুন,0,0,0,0,0,0
"অস্ট্রেলিয়ার বিপক্ষে ১০ রানে থাকা ডেভিড ওয়ার্নারের ক্যাচ ফেলেছেন সাব্বির রহমান, এবং ভারতের বিরুদ্ধে ৯ রানে থাকা রোহিত শর্মার লোপ্পা ক্যাচ ফেলেন তামিম ইকবাল। এই দু'টি ক্যাচ মিসের চড়া মূল্য গুণেছে বাংলাদেশ।",0,0,0,0,0,0
''লোপ্পা ক্যাচ'',1,0,0,0,0,0
সরল মনে ক্যাচ মিস করলে সমস্যা নাই,1,0,0,0,0,0
মুশফিকের এতদিনের অভিজ্ঞতা তাও বুঝে না কিভাবে থ্রো বল ধরে স্টাম্পিং করতে হয় !!!!!!,0,0,0,0,0,0
"এগুলা খেলার অংশ,,,,,,,,আর এগুলা এখন বলি আর লাভ নাই,,,,,এখন সামনে কিভাবে ভালো করতে পারে ওইটা দেখতে হবে",0,0,0,0,0,0
"খারাপ সমালোচনা করলে খেলোয়াড়দের মনোবল আরো নষ্ট হয়ে যাবে আমি মনে করি, গঠনমূলক সমালোচনা করা দরকার, বাংলাদেশের দল বিপক্ষ দলের সাথে যে ভালো লড়াই করেছে সেটা প্রশংসার যোগ্য, এবার পারেনি ভবিষ্যতে আরও ভালো পারবে",1,0,0,0,0,0
স্বপ্ন ভঙ্গের জায়গায় আমি আরো পরি ধ্বজভঙ্গ 😑😑,1,0,0,0,0,0
ভালা অইসে,1,1,0,0,0,0
"কথায় আছে না, ক্যাচ মিস তো ম্যাচ মিস, সেটাই হয়েছে, দামি দামি প্লেয়ার তারাতো বিদেশে খেলতে যায় নাই, তারা গেছে, সানিয়ার মির্জার কয়টা বাল আছে, আর আমাকে টিভি স্ক্রিনে কেমন দেখা যায় সেই পর্দশন করতে, ইংলেন্ডের মতো এত বড় দেশে খেলা, সেখানে এতো সুন্দর সুন্দর মেয়ে ,মাথা কি ঠিক থাকে ? আমি বাংলাদেশের সব খেলা গুলো খুব মনোযোগ সহকারে দেখছি, কারোর খেলার প্রতি কোন মনোযোগ ছিলো বলে আমার মনে হয় না, লেখার জন্য হাজারটা কথা মনে লুকিয়ে রাখছি, কিন্তু কাকে বলবো ,",0,0,0,0,0,0
"আমাদের স্বপ্ন ভাঙ্গছে,আবার জোড়া ও লাগছে। আপনারা আবার মাঝখান থেকে কাটা গায়ে নুনের ছিঁটা দিলেন কোন দুঃখে?",0,0,0,0,0,0
"দুই পায়ের হাঁটুতে একাধিক ইনজুরি, অস্ত্রোপচার আর ফিরে আসা; ক্যারিয়ারে কী ছিল না মাশরাফির! তারপরও সমর্থক, সংবাদ মাধ্যমে তাকে নিয়ে আলোচনা, অভিজ্ঞতার ভারি আবরণের নিচে মাশরাফিও কি হতাশ হচ্ছেন না?",0,0,0,0,0,0
উনি এতো কিছু বুঝেন এইটা কনে বুঝেন না যে তার সাম্প্রতিক পারফরম্যান্স একটা জাতীয় দলে খেলার যোগ্যতা রাখে না। তারপরও তিনি খেলেই যাচ্ছেন 😡 এমতাবস্থায় যারা ক্রিকেট বুঝে তারা তাকে খেলার মাঠে কিভাবে সহ্য করবে?,0,0,0,0,0,0
বেশিরভাগ খেলোয়াড়দের একটা সময় আসে যখন তারা আর আগের মত ফ্রমে থাকেন না । তাই তাদের প্রয়োজন হয় রিটার্ড নেয়ার ।মাশরাফি যদি এখনি তা না করেন তবে অবস্থা আরো খারাপ হবে।,1,0,0,0,1,0
"যেখানে বিশ্বের বাঘা বাঘা ফাস্ট বলাররা বয়স ত্রিশ পার করতে না করতেইঅবসরের ঘোষনা দেন। সেখানে, আমাগো ল্যাংড়া মাশরাফি এ প্লাস ক্যাটাগরির বেতন ও কিছু আবাল বাঙ্গাল বলদ ভক্তগো সাপোর্টে ভোট চুরি করে রাজনীতি করার জন্য খেলে যাচ্ছে!!  তাকে যে আপনারা বাঙ্গালরা কিংবদন্তি বলেন,, সে কার বাল ফালাইয়া কিংবদন্তি হইছে?? আজিবন তার গতি ১২০ উপরে কোনদিন যাইতেই দেখিনাই, বিপক্ষ দলের বলাররাও ব্যাটিংয়ে নামলে অপেক্ষায় থাকে কখন ভোট চোর ল্যাংড়ায় আসবে আর পিটুনি দিবে। আবেগ ছাড়েন। গণআন্দোলন গড়ে তুলে লোভী ল্যাংড়ার পতন ঘটান।",0,0,0,0,0,0
"রবার্টস কে আজকের প্রজন্ম চেনে কি না জানি না।উনি যখন যেচে উপদেশ দিচ্ছেন ,তখন আমাদের মন্তব্য করা নিষ্প্রয়োজন।",1,1,1,0,1,1
কোন বাল ফালাইছে ক্যারিয়ারে যে সে কিংবদন্তি ??  ল্যাংড়া ঠ্যাং ভাইঙ্গা ইমোশন সোদাইতাছে,0,0,0,0,0,0
"তিন পেনাল্টি পাবার পরও আর্জেন্টিনা সে ম্যাচে গোল করতে পারেনি। কোপা আমেরিকার ইতিহাস তো দূরের কথা, বিশ্বের অন্য কোথাও এক ম্যাচে তিন পেনাল্টি মিসের কাহিনীও কেউ তৈরি করেনি।",0,0,0,0,0,0
তিক্ত হলেও তো রেকর্ড,1,0,0,0,0,0
তবুও তিনি অবসর নাটক করেননি😂😂🤣,0,0,0,0,0,0
রের্কড রের্কডই ভাল মন্দ কি?,0,0,0,0,0,0
"ফিল্ড ক্যাপটেন কি করছিল সেদিন? ওরকম হয়।যেমন 1986 এর ব্রাজিল-ফ্রান্স বিশ্বকাপ ম্যাচে জিকো, সক্রেটিস, প্লাতিনি তিনজনে shoot out মিস করে।",1,0,0,0,0,0
আফসুস,0,0,0,0,0,0
এটাও আর্জেন্টিনার দখলে,0,0,0,0,0,0
ধন্যবাদ।,0,0,0,0,0,0
"আজ ২১ জুলাই, বিশ্ববিখ্যাত সংবাদ সংস্থা রয়টার্স-এর প্রতিষ্ঠাতা পল জুলিয়াস রয়টারের জন্মদিন। চলুন, জন্মদিনে ঘুরে আসা যাক এই কৃতিরই জীবনের অলিগলি থেকে।",0,0,0,0,0,0
মন চাইলে পড়তে পারস,0,0,0,0,0,0
# অজানাই সব । অনেক গুরুত্বপূর্ণ পোস্ট এবং ধন্যবাদ অশেষ ।,0,0,0,0,0,0
"আমার মুসলমান ভাইদের দুঃখের কোন শেষ নাই। তারা দেশে থাকে দেখে সব জায়গায় হিন্দুরা বইসা আছে। ইউরোপ-আমেরিকা-কানাডায় যায় সেইখানেও দেখে ডাক্তারদের বড় অংশটা ভারতীয়। তথ্য প্রযুক্তি হইতে শুরু কইরা ইঞ্জিনিয়ার, ব্যাংকার,‌ শিক্ষক, গবেষক এইসব ক্ষেত্রেও তুলনা করলে একই অবস্থা।। এমনকি মুসলমানদের গর্ব করার জায়গা সেই মধ্যপ্রাচ্যেও ভারতীয় ব্যবসায়ী ও বড় একটি অংশ শ্রমবাজার দখল করে আছে।।। এক ভারত যে পরিমান ডাক্তার-ইঞ্জিনিয়ার সহ নানা স্কিলড পেশায় লোক সেইসব দেশে পাঠাইতে পারছে পুরা মুসলমান দুনিয়া মিলে তার ২৫ ভাগও দিতে পারে নাই। বিদেশে গিয়াও উনাদের শান্তি নাই। সব খানে ভারত আর ভারত মানেই তো বেশিরভাগ হিন্দু। কি একটা অবস্থা, সব জায়গাতেই আওয়ামি লীগ সরকার এবং ভারতের যৌথ ষড়যন্ত্র।  অকর্মন্য, অনিচ্ছুকদের মনের শান্তির জন্য অপরকে দোষ দেয়া ছাড়া আর কিছু তো করার নাই। শিক্ষা দীক্ষাটা যদি আরেকটু জোর দিয়া ধরতো আর রুপকথার গল্পের বই বন্ধ কইরা কাজের বইয়ে মনোযোগ দিতো তাইলে আজকে উনাদের মনে এই অশান্তিটা নিয়ে ঘুরতে হইতো না।।",1,0,0,0,0,0
আমাদের বর্তমান সংবাদ সংস্থা গুলো হচ্ছে ক্ষমতাসীন সরকারের দালাল।,0,0,0,0,0,0
রয়টার আসলেই পৃথিবীতে সংবাদমাধ্যমে এক ধরনের বিপ্লব(Revolution) এনেছে।যা সত্য খবর প্রকাশের রোল মডেল হিসেবে দাঁড়িয়েছে।সংবাদমাধ্যমের স্বাধীনতাও একটি মুখ্য বিষয়।,0,0,0,0,0,0
সাংবাদিকতাকে এক অনন্য পর্যায়ে নিয়ে গিয়েছিলেন তিনি। তীক্ষ্ণ বুদ্ধি তো অসাধারন! শুভ জন্মদিন পল জুলিয়াস রয়টার।,0,0,0,0,0,0
নেলসন রেটিং অনুযায়ী নেটফ্লিক্সে প্রথম চারদিনে ৪ কোটি মানুষ দেখা শুরু করেছে এই সিরিজ।,0,0,0,0,0,0
তেমন খারাপ লাগেনি..... সামনের গুলা হয়তো আরো ভালো হবে।,1,0,0,0,0,0
সুজি পু এর গানটা ছাড়া আর তেমন  ভাল লাগেনি,0,0,0,0,0,0
মোটেও ভাল হয়নি।,0,0,0,0,0,0
কেভিন ফাইগিকে বর্তমানে মারভেল সিনেম্যাটিক ইউনিভার্সের জনক হিসেবে আখ্যা দেয়া হয়। আজকের দিনের তুমুল জনপ্রিয় এই সিনেমাগুলি নিয়ে একটি ইউনিভার্স করার কথা প্রথম তার মাথায়ই এসেছিল।,0,0,0,0,0,0
"‘দ্য এক্সরসিস্ট’ প্রথম হরর সিনেমা, যেটি সেরা চলচ্চিত্র বিভাগে অ্যাকাডেমি অ্যাওয়ার্ড মনোনয়ন পায়।",0,0,0,0,0,0
"ফালতু, The Nun দেইখেন। একবারো যদি বুক না কাপে, তাইলে নিজ দায়িত্বে নক করে এমবির জরিমানা দিবো।",0,0,0,0,0,0
"ইউটিউবে যদি ভিডিও আকারে দিতেন, তাহলে ভাল হতো।",0,0,0,0,0,0
The exorcist মূলত পরিচিত সিনেমা তৈরির সময় স্টাফ ও ক্রু দের সাথে ঘটা অলৌকিক ও অস্বাভাবিক কিছু ঘটনার জন্য।,0,0,0,0,0,0
সেবা প্রকাশনীর প্রকাশিত এই বইটি পড়েছিলাম অনেক আগে। অনেবাদক ছিলেন হুমায়ুন আহমেদ 😊,0,0,0,0,0,0
ধুর ছাই। কতখানি দেখে বিরক্তের চোটে ডিলিট করে দিয়েছিলাম।,0,0,0,0,0,0
এই মুভিটি তৎকালীন আলোড়ন সৃষ্টিকারী ভৌতিক সিনেমা ছিল। যা অস্কারের জন্য মনোনীত হয়েছিল। এ সময় এসে আমিও দেখেছি খুব সুন্দর একটি মুভি বোঝাই যায়না 70 দশকের মুভি।,1,0,0,0,0,0
"এই মুভির থেকে আউটলাস্ট অথবা রেসিডেন্ট এভিল গেম খেলেন,ওইসব গেমের যে হররের লেভেল এইসব ফালতু মুভির থেকে বেশি ভয়ঙ্কর",0,0,0,0,0,0
Download কি ভাবে করবো,0,0,0,0,0,0
"বই টা পড়েছি, মুভিটা ভালো হওয়ার কথা",0,0,0,0,0,0
ফালতু সিনেমা,0,0,0,0,0,0
রাজশাহী-নওগাঁ মাহাসড়কে ছায়া বিলাতে থাকে তার লাগানো ১২ হাজার তাল গাছ...,0,0,0,0,0,0
"তাঁর  স্মৃতির প্রতি জানাই  গভীর  শ্রদ্ধা। সরকার  সমীপে আবেদন  রাখছি, যদি রাস্তা  সম্প্রসারন করতেই হয় জাতীয়  প্রয়োজনে, তবে বিকল্প  ভাবুন। এই তাল গাছ লাগানো  নেহাতই  গাছ লাগানো নয়,এটা আগামী  প্রজন্মের পাঠশালা ।",0,0,0,0,0,0
"এই গাছগুলো যেমন এই পৃথিবীর মানুষদের ছায়া দিয়েছে, রোজ হাশরের ময়দানে আপনাকেও‌‌ যেন সৃষ্টিকর্তা তার সুশীতল ছায়াতলে আশ্রয় দান‌ করেন !!!",0,0,0,0,0,0
"গাছগুলো যতোদিন জীবিত থাকবে, ততোদিন কবরে শুয়ে থাকা মৃত গহর আলীর আমল নামায় ফেরেশতারা প্রতি সেকেন্ডে সদকায়ে জারিয়ার সোয়াব লিখতে থাকবেন।",0,0,0,0,0,0
উনাকে প্রথম ইত্যাদিতে দেখেছিলাম। এরকম নিঃস্বার্থ প্রাণ মানুষ হয় না। আল্লাহ উনাকে জান্নাতবাসী করুন এই দোয়াই করি।,0,0,0,0,0,0
রাস্তা সম্প্রাসারন নিয়ে কিছু বলবো না। কারন এটা আমাদের জন্য উন্নয়ন কিন্ত রাস্তা সম্প্রসারনের পর সরকার/ঠিকাদার থেকে কি গোহের আলীর মতন স্নেহময় যত্নের হাত দিয়ে নতুন করে গাছের চারা লাগানো হবে কি?,0,0,0,0,0,0
কিছু মানুষের জন্য এমনিই মন থেকে দোয়া আসে।।তোমার অর্জিত অর্থ তোমাকে টিকিয়ে রাখবে না।।ভালোবাসা আর বিনম্র শ্রদ্ধা রইলো আপনার প্রতি।।।,0,0,0,0,0,0
বিনম্র শ্রদ্ধা নমন করি। একজন ভগবান রুপি মানুষ যে নিজে নিঃস্বঃ হয়েও প্রকৃতিপ্রেমিক হয়ে চরম কষ্টের মধ্যে দিয়ে অক্লান্ত পরিশ্রম করে মানুষের কাজে সমাজসেবা করে নিজেকে বিলিয়ে দিয়েছেন। এই রকম শ্রদ্ধাভাজন ব্যক্তিত্ব সমাজের কাছে চিরনমস্য হয়ে বেঁচে থাকবেন পরম শ্রদ্ধার সাথেই যুগ যুগ ধরে।,0,0,0,0,0,0
"আমার পাশের গ্রামের একজন অসাধারন মানুষ।যাকে অনেকবার  দেখেছি, অনেক গল্প বলতেন ছোট ছেলেমেয়েদের ভালবাসায় কাছে টেনে , প্রভূ তার আত্মাকে শান্তিতে রাখুক। একজন সাদা মনের মানুষ।",0,0,0,0,0,0
সেই তাল গাছ গুলো আজ আর নেই।  রাস্তা সম্প্রসারণ এর জন্য কেটে ফেলা হয়েছে।  তবুও তার গ্রামে টিকে আছে কিছু গাছ তার এই ভালোবাসার সাক্ষি হয়ে। আল্লাহ আপনাকে ভালো রাখুক ওপারে।।,0,0,0,0,0,0
সালাম ও বিনম্র শ্রদ্ধা জানাই এই মানুষ কে,0,0,0,0,0,0
"আল্লাহ উনাকে বেহেশত বাসী করুক, আমিন।",1,0,0,0,0,0
আমাদের বর্তমান সমাজ যাদেরকে মেধাবী বিবেচনা করে এবং সমাজ যাদেরকে দেশপ্রেমিক মানবহিতৈষী বিবেচনা করে আসলে কি তাঁরা প্রকৃত অর্থেই মেধাবী এবং দেশপ্রেমিক মানবহিতৈষী???  উনি আসলে কি তাহলে???  বেয়াদবি হলে ক্ষমা সুন্দর দৃষ্টিতে দেখবেন 🙏।,0,0,0,0,0,0
পৃথিবীর সুন্দর ও শীতলতম গাছের ভিতর তালগাছ একটি।আল্লাহ ওনাকে শ্রেষ্ঠতম প্রতিদান দিন!,0,0,0,0,0,0
পৃথিবীর সুন্দর ও শীতলতম গাছের ভিতর তালগাছ একটি।আল্লাহ ওনাকে শ্রেষ্ঠতম প্রতিদান দিন!,0,0,0,0,0,0
"মাওয়া রোডের এক্ই অবস্থা। দুই পাশের হাজার হাজার গাছ কেটে সড়ক সম্প্রসারণ করা হচ্ছে। দুই রাস্তার মাঝখানে গাছের জন্য জায়গা রাখা হয়েছে। কিন্তু এতে ক্ষতিপূরণ হবে না মোটেও। কতো বড় বড় গাছ ছিল সেখানে, মাঝে মাঝে আকাশ দেখা যেতো না। এক্ই জাতের গাছ কি সম্প্রসারিত রাস্তার দুই পাশে লাগানো যেতো না ???",0,0,0,0,0,0
