comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
kothin akta post at least bcs system k bash deoar moto akta bash..ae bcs system tai batil kore deoa ucit...engr hoa jai police r doctor hoa jai magistrate...angul fule kola gach howar moto bepar...eta Kora ucit subjective kichu,1,0,0,0,0,0
Vai mon thika boltesi shei lagse lekha ta,0,0,0,0,0,0
 tr jnno ak balti afsos,1,0,0,0,0,0
 ki korlaaaaa miaaaa,0,0,0,0,0,0
 Eita ki chilo?????,0,0,0,0,0,0
 ki valo likhsis vai???,0,0,0,0,0,0
eida ki chilo xD,0,0,0,0,0,0
 tumi ar bia korte parla na...,1,0,0,0,0,0
Ore kahini...... Fb e ID remove koira bia korte jamu,0,0,0,0,0,0
Golpota chole. Kintu vai tar boyos bollen 62. R sonsar korse 41. Abar biya hoise 15.16 bosore taile kono mil to pailam na,0,0,0,0,0,0
Bhai ki bolbo bhasa harai pelci,1,0,0,0,0,0
amon akkhan biya ami o korte chai ????????,0,0,0,0,0,0
Hoite pare kintu! ??,0,0,0,0,0,0
Orey shushu re??,0,0,0,0,0,0
xoss,0,0,0,0,0,0
  valo kicu korte khoma sundor na holeo chole??,0,0,0,0,0,0
valo silo,0,0,0,0,0,0
0Vai haste haste sesh.,0,0,0,0,0,0
 amar eirokom ekta ram chagol chai! ??????,1,0,0,0,0,0
 pore dakh. Hahahahaaa,0,0,0,0,0,0
 ota foria dekho je funny,0,0,0,0,0,0
Esfar Tahmid Milon por valo lagbe,0,0,0,0,0,0
Balo hoichy,0,0,0,0,0,0
 ami ar amar jamai,0,0,0,0,0,0
 sule thik same dst????,0,0,0,0,0,0
 beparta dekho... ??????,0,0,0,0,0,0
 Haste haste moris na amr ??,0,0,0,0,0,0
baaler voxod er golpo ??,1,1,0,0,1,0
 por eida togo vaggeo jno emon iii poree??????,0,0,0,0,0,0
 amra kintu onk vodro pap jeno na hoy amdr dara ??,1,0,0,0,0,0
 dekhen r bhaben bhabi emon hoile kamon hoito...????,0,0,0,0,0,0
Jannatul Arpi TA aita por ar poira ko kaar loge mile ????????,0,0,0,0,0,0
 moja pabi,0,0,0,0,0,0
How amazingly people can be brainless in this era eta vebei amr kosto hocche!!!,1,0,0,0,0,0
" shono,  vuleo eigula korbana ??",0,0,0,0,0,0
ahare bechara,1,0,0,0,0,0
Ananto Ahad tor bou emon hobe,0,0,0,0,0,0
 Eishob Ki porlam ami Bechara to onek koshte ache ???????????????????????????????? Erokom hole ki cholbe,0,0,0,0,0,0
 tomar kopal e kharabi ase!!??????  ,0,0,0,0,0,0
Oshadharon ??,0,0,0,0,0,0
apu dekho??,0,0,0,0,0,0
"Nam ""Pagoler heda mohajon"" dis, arekta hole.",1,0,0,0,0,0
haha...mojar silo,0,0,0,0,0,0
vai amader  barite akta onustan ace apnaDer dawhat roilo.......london take amar vai asece,0,0,0,0,0,0
Bangladesh hoile apnarai age galita diten??,1,0,0,0,0,0
aita ki banano golpo na reality ?,0,0,0,0,0,0
channi ar lokjon onek manobik,0,0,0,0,0,0
 hasa ni?,0,0,0,0,0,0
Khub valo,0,0,0,0,0,0
 ei page ta follow kor.,0,0,0,0,0,0
Nostalgic hoye gelam.,0,0,0,0,0,0
upopadyo 23.  Jur sale za ase  bejur sale ta asena,1,0,0,0,0,0
School life e fira gelam....??,0,0,0,0,0,0
 Class 6 -10 katiye diyechi,0,0,0,0,0,0
bou amr jutishi na holei holo...????,0,0,0,0,0,0
writer id ta jana thakle janaben plz,0,0,0,0,0,0
" tor bukher majhe til ase,character less ??????",1,0,0,0,1,0
Pearl Drops f Dekho toh til kothay kothay ache,0,0,0,0,0,0
Darrrruunnn ????????????????????????,0,0,0,0,0,0
 tor student tor loge emn kore na to? xD,0,0,0,0,0,0
lame bt best   hasanor jonno lame ei valo ??,0,0,0,0,0,0
Ei post ta extreme noise er standard er sathe gelo na...,0,0,0,0,0,0
Erkm kn hoy? ????,0,0,0,0,0,0
Onoboddho,0,0,0,0,0,0
Onek valo silo likhata ??????,0,0,0,0,0,0
Por eita..shundor ,0,0,0,0,0,0
ami toh kicchoi bojtase nah,0,0,0,0,0,0
haha.. ki din ailore..,1,0,0,0,0,0
Abal bangali bole kotha,1,0,0,0,1,0
Moja pailam??????,0,0,0,0,0,0
osthir sundor..lekha..,0,0,0,0,0,0
Sundor :),0,0,0,0,0,0
Chorom binodon!!!!????????????????,0,0,0,0,0,0
josh chilo ??????,0,0,0,0,0,0
Hahahahaha plastic er chulkani hat ??????????,1,0,0,0,0,0
vlobasa amn hole.. chokhe jol chole ase :'( :p,0,0,0,0,0,0
"Darun, osadharon golpo",0,0,0,0,0,0
Valo chilo ??,0,0,0,0,0,0
Hasbo na kadbo na phone dure kothaw chure fele dibo vebe passina.   Anyway we want justice!,0,0,0,0,0,0
Duniyai kicu holei victim blame beshi hoi...cele hok ba mey.... :(,1,0,0,0,0,0
Just wow cilo likata????????,0,0,0,0,0,0
vai kotha sotto.???,0,0,0,0,0,0
Amiooooo,0,0,0,0,0,0
"Cheater meye somajey komna...Meye boley maf kore dewar kisu nai..cheater is only cheater it has no gender??
",0,0,0,0,0,0
Are kisu din por shob university eie rokom hobe......,0,0,0,0,0,0
haste haste more gesi,0,0,0,0,0,0
Valo lagche.... Dagaye den...,0,0,0,0,0,0
Atai bangladesh.akhane mohan chetona bastobayon kora hoyesa.Ar ki chai.,0,0,0,0,0,0
Ei ek story puro sob jay gay.... Writer to robi thakur hye jacce,0,0,0,0,0,0
Onk onk vlo laglo,0,0,0,0,0,0
O Allah amr kolijai laglo!!!,0,0,0,0,0,0
Cls 5a Ami English e 92 paisilam...,0,0,0,0,0,0
Taokey tokiey kao suki soy na,0,0,0,0,0,0
Top fan na but 14 theke achi.,0,0,0,0,0,0
Ha valou hoi,0,0,0,0,0,0
Darun....onnno jogote cole gelan.. ??,0,0,0,0,0,0
hmmmmmm eta e baba,0,0,0,0,0,0
Dada Hoi picci tar   eXtReMe NoIsE,0,0,0,0,0,0
" bhai, dekhen to bepar ta!!",0,0,0,0,0,0
bastobota theke jokhon golpo uthe ase sey golpe onno rokom ekta feeling kaj kore ja prokash korar vasha thakena... ??,0,0,0,0,0,0
Khub Mon choya golpo... Chomotkar ekta movie kora jabe...,0,0,0,0,0,0
Khub vall lagse...poro tmro valo lagbe Sanghoti ,0,0,0,0,0,0
poira dkis....,0,0,0,0,0,0
Valo manusher likha valoi hoy..????,0,0,0,0,0,0
"Bah, valo lagche!! bapar ta atae...??",0,0,0,0,0,0
Prothom 2 para porei bujhte parsi this is mighty mustain,0,0,0,0,0,0
Golper finishing ta shurutai bujhe gasilam,0,0,0,0,0,0
extreme thrills er taste pelam!!!,0,0,0,0,0,0
60% copy kora??????,0,0,0,0,0,0
Ei A plus er shohor e 2 koti bekaar,1,0,0,0,0,0
"Majhe modhe apni kishu dordanto ktha bolen ,,,ar jnnoi apnek amr vlolage ??????",0,0,0,0,0,0
Hahahaha ekdom.youtoub ar scandal cahra tmio bekar ??,1,0,0,0,0,0
Manush atoh faltu kno hoi..normal aktah post ato baje cmnt kore ki buija...nh dekhle parle ignore krte proh..hudaw pagoler motoh aisha baje cmnt krbo,1,0,0,0,0,0
Salman muktadir 1st youtuber... Salman k mon theke janai respect?? Salman muktadir tmi tmr moto agiye jao notun kichu dekhao amra tmke support kori,0,0,0,0,0,0
tumi to bekar na vaya onk kam kaj tomar,0,0,0,0,0,0
vai apnr (motivetional) video dekhar por ami eishob xm ar study nia tenson kori na . Ektai dream bodybuilding,0,0,0,0,0,0
Muslim Vaiti manush ke motivate korte giye bash kheye ekhon demotivate korar poth beche niyechen. Kew Ameen na bole jaben na ??,1,0,0,0,0,1
Thik bolsos vai..Love and respect from ,0,0,0,0,0,0
oi 2 crore bekar er uchit jessica'r sathe tumar moto porn toire kora. tumi A+ paile bolio. desh ekta educated porn star dekhte chayyy.,1,0,1,0,0,0
Paser basar aunt wants to know your location ????,0,0,0,0,0,0
"A+ k akdom valueless mone korata bokami coz creativity, abilities, skills,moral values,  agula shob education ar maddhome o orjon hoy",0,0,0,0,0,0
Apni nije toh ekta college dropout lmao A+ pawar khushi ki bujhben?,1,0,0,0,1,0
Ai baba buke ai... ,0,0,0,0,0,0
As salamualaikum salman vai ...ur legend ...plz abar YouTube e.  Videos upload koro vai.....dese onk abal YouTuber.  Asce tmi jawar por    plz vai aso abar ????????,1,0,0,0,1,0
"Bujsi Jashia nai 1.31 min o nai,akha coltase motivational kotha batra boila tk income er danda kortesa polada??",0,0,0,0,0,0
“aapnar jodi 1 koti bhokto thake tader moddhe Ami onnotomi...” and more,0,0,0,0,0,0
Tahole ki manus higher educated hobe na!!!?.,0,0,0,0,0,0
 eto porashuna kore kono luv nei graduation complete kora chele meye 10/12k er job kore...even eto kom salary teo oneke job e pacche na...,0,0,0,0,0,0
Ki khali senti status dao! Emnitei bhallagena,1,0,0,0,0,0
. A plus  eta faultu,0,0,0,0,0,0
. Saala nije ki koros oyta Dak .,1,1,0,0,1,0
Hi sonaymal muqtadir... Kamon aso ekta gf vaw kore dew na... Khali kiss kormu r kichu na.. Biswas...,1,0,1,0,0,0
Shobar modhhe jodi ego thake tahole bekar thakbena keno bro ? ??  Kono kaj e choto na ?? ey gaan shobai re daan tailei ar 2 koti bekaar thakbena,0,0,0,0,0,0
"Govt. oder ke area 51 ee pathabe ig,prolly to invade ??",0,0,0,0,0,0
Tmr kisu kaam koektare vaag koiraa dilei paro BekaRotto kombo ektu holeo,0,0,0,0,0,0
 Bhai tumi bekar  :-) are nahole bhai tumi kache ashonuh pant tah khulo nuh,1,0,0,0,0,0
Aj theke 20year agae to kono 10year old er meye rape hoito naa. Karon tokhon shob may modesty maintain korto ! dress rape hoar jonno indirectly reason . Apni too ekta murkho taai eygula bhujben naa . Ar apnar jara follower taraw murkho ! Kono bhalo Imander r Smart manush apnake support korbe naa . Karon tara jane apni eyshob kotah bolee meyeder k half-naked banaite chaan ! ?? . Bhai just eytukui bolbo only Islamic Rules can stop the rape !,1,0,1,0,0,0
pornfish tumar moke aisob kotha manai nh.tumi jarokom baikka tumar kotha gola tumr moto bikka.by the way ato kotha nh bhole akta kotha bholbw only the Islamic rules can stop the rape.Rape korla shobar samne ghola khata hok.,1,0,1,0,1,0
"Hey guys tomra j Jessy Jessy boltiso kno boloto . ager nijer pachay gu mucho tarpor onner nm a bolte ASO .  r akhane salman onno kth bolse so plz .. Murkho ,kamla kothakar",1,1,0,0,0,0
". ami akta suggestion dite pari, apnara jeheto bd er nami dami celebrity apnara jodi ai bpr a noise koren tahole saita onk loud hobe, apnara sorkar k bolen, ""sorkar bd te sex free kore den"" muslim country howar por o j jei rokom khushi dress porte pare tahole sex free kora hole mohabharot osuddo hobe na. tahole hoito ba ai pap kicu ta holeo kome jabe. tokhon kew dud dekhe uttejito hoiye hoito rape korbe na.r bisar er kotha vole jan, karon j desh a dhorson er pokkhe lawyer pawoa jay sei desh a at least bisar asa kora jay na. This is my opinion. ??",1,1,1,0,0,1
Kichu ajob Bangali cmnt dekhlam?? Jata eikhne negative kotha gula bolchen... Tader moto mentality manush gulay main karon... Cz tara social Media tei bok bok korte pare...shmne shahosh nai...takay..thake... Aj jodi opn e kawak kubano..hoy takie thakben apnra.   Se kharap hok ba valo hok... Se to tar joto tuko shamortho ache poritibad korche Amra pashe darate pari na....?? Culaki amdr khub... Molom lagan??,1,0,0,0,0,1
bro tomi 1 minutes 22 sec er video te viral hoye jessia apure tu sesh korso..abar rape niye post o daw.. Hahaha what a humanity.,1,0,1,0,0,0
"right,,,,,, amaro same question..... chelera mone kore meyera choto choto kapor pore bole rape hoy kintu bastob e borka pora, choto baby, porda kora mohila, bura mohilarao rape hoy er karon ki,,, karon holo somaj e etoe janoyar der moto dekhte purush hoye gese jara khub nilojjo ar behaya????????",1,0,1,0,0,0
Lol eita Bangladesh ekhane rape korbe eitai niyom amra just comment and post e korte parbo kono step nite parbo na or neoar try korbo na. Lol amra just rape houa dekhbo atkabo na Lol,1,0,1,0,0,1
Jeshob meyera baje dress pore nijeder show off kore tara nijerai nijeder bilaye dey onno rich people er kase and jeshob chesra chotolok public ase tara haat er nagale jader paye tader rape kore.,1,0,1,0,0,0
Vaya manush jai boluk tmr fan asi always takbo jai hoye jak...ar tmr moto ei rokom bable ei deshe ar rape hoito na...love and respect my bro??,0,0,0,0,0,0
Hmmm ..vai ....eta akhn desh k gras kore feleche Kichu ekta krte hobe ...?? eisb dhorker ki ma meye bon nai ...?? manus kmne esb krte pare ..omanus gula sob .,0,0,0,0,0,0
"Bhai,amar mone hoy e deshe porn dekha halal kore dek !! Ontoto jate porn deikha uttejona shesh korte pare !!! Jate meye gula rehaai pay !!",1,0,1,0,0,0
Manlam Salman kharap but apnara j gali dicchen apnara ki dudhe dewa tulsi pata? Ekbar inbox er chatlist dekhle bola jaito k kotota valo..unak attention dicchen kn ignore koren na taholei to hoy..gali diye pobitro hoitese ekek jon.??,1,0,0,0,0,0
elakar kichu chamar pati youthuber ache jader Channel e 100 ta subscriber (suscriber) er moddhe 50 ta nijeder gmail id diye subscribe kora. Tara abar ashe Salman Mohammad Muqtadir ke nia troll korte. Shala chamar ??,1,0,0,0,1,0
"Aita hocche amdr shomaj .... J kono vhalo kotha bolbe tar pichone khaye na khaye poire jabe ... Are Salman ja korse ta toh fact na the thing is o ja boltese ta thik , sheta k appreciate na koire Jessica maraitese .... Now tell me something o ki Jessica k rape korse ?? Though I don't like Salman but in this case I really appreciate him ....",1,0,1,0,0,1
Bangladesher 1 no porn star hlo salman..hete abr advice de.. mon theke vlobastam jei din sunchi jessia er putki te mukh diche sei din theke hate kori baldare..,1,0,1,0,1,0
VAIA R8 bolso je jai boluk  tmi r8 shala murkhor bachcha ra ki bujhbe tmi ki likhso. R ora je necket vdo dekhe oita kichuna. R tmi iktu halka patla vdo bnaia ei obostha,1,1,0,0,1,0
   Facebook e boshei shomaaj kollaan marao tomra. Lol,1,0,0,0,0,0
Rapist  ar tomar  mohde difference hoise tomi valovasha  dekiye koro tarpor kheye  chere dao  ?? Uff salman ki je joss ??,1,0,0,0,1,0
But jodi oi meye gula bole dito je ke private parts niye kotha boltesilo oder moddhe koyekjon mile shei meye ke group kore rape korto je salman muqtadir er kase amader insult korse that's why... Nijeke bachanor jonno meye ra eshob dekheo silent thake...eta chara aar korar kisu nai o????,0,0,0,0,0,0
Ami apnar page r niyomito follower noi..Sudhu ekta jinis e mon e hoi apnak deke j apni vul deshe jonmechen! Aajker ei post ta r jnno onek respect...look the comments even such kind of posts!   Such a shame here!,0,0,0,0,0,0
Tmi vaiya tmr video te bolte parba mama  orange colour jama pora meye tar back (pacha) dekh nah!!!! R school er chele ra ektu boro boro bolse deikha tmi ekdm buija gco rape hoy keno ??,1,0,1,0,0,0
Irrelevant comment kore ki prove korte chacche tarai jane.. Salman er onk action e pochondo na. Tobe ei video te bangladesh er sobcheye boro sotti ta tule dhorse. Ar beshi kichu korte hobe na. ei video er comment dekhlei enough bangladesh er manush eto achoda keno bujha jabe. #rip_bangladesh,1,0,0,0,0,1
Kotha gulo full logic chilo and bastobbadi kotha but jati hisebe amra banggali amra kisui bujar try na kore past Niye pore thaki se jnno Vai tomar kotha sobar mathai dukbe na,0,0,0,0,0,0
150 Ta  k khaisilo bhai?,0,0,0,0,0,0
comment section ey nah ashle bujhtey Partam nah Bangladesh ey ettwwwwww gulo illiterate people ache?? (For those) Etah toh tmdr pochonddo hobe nah?? salman jessia'r kothay kothay touch korchilo ar oigula niye koto gulo troll ber hoichilw just oiguloy pochonddo hobe ?? And 68% kamla here this comment section??,1,0,0,0,1,0
"Dud dekha gele to bolboi dud dekha jay. nije age thik how bujco balpakna, r dud dekhaile bedroom e dekhaite boilo rasta ghate na. cholo usa er style a r rape hoile din ses a bisar sao saudi style a tai na.",1,1,1,0,1,0
"Public je kmn ta bujha jay karo comments deklei, kichu bujhuk ba na bujhuk faw ajaira kichu kotha batra bolai lagbe, vdo tay ki niye kotha bolice r cmnt a ki boltice public, hayre jonota upsos kuttar lej jindigiteo soja hobe na",1,0,0,0,0,0
Shala rape niya toh kono motivational video banas nai banaichos 18+ video ar ekhn assho boyan dite . Valo kichu video baniye parle young der kichu sikhan nahole ei vondami gula bad den . Lojja howa uchit,1,0,0,0,0,0
aro koyekta kamla ekhon abar eirokom ekta post eo haha react ditesey :3 bhai you can't  spell Bangladesh without kamla :3,1,0,0,0,1,0
I think ei bepar ta ektu jana dorkar j meye gula keno chup chilo.. because ora protest korlo chilla falla korlo whatever it is..the boys will definitely harm the girls afterwards..ora hoytw bhoye chup chilo cz amio emon onek scenes dkhsi meye gula chup chaap just Toller kore gese just to save their security..tara ekhon chilla falla korle pore chele gula meye gula k harm korto you never know..meye der k proper security deya hok.. voice kivabe raise hoy tokhon hoyto dekhba,0,0,0,0,0,0
"Tor moto lucha tahle rap too hobai,jar luchhami video kora film banaia YouTube prochar koros...to muke asob nithii kotha manaina.....!!!",1,1,1,0,0,0
"2min 50sec ar akta video dekcelm. Jessia apur sate, toh vaiya oita ki rape cilo naki ovodro prem ????",1,0,1,0,0,0
"Beshir bhaag manush Jahannam e jabe keno janen ?  Manusher mukher bashar jonno !  Jibone joto bhalo kaaj kore soab kamaisen apnara shob ei comment box e gali dewar jonno shob ay ""Salman Muktadir"" er paate gia jombe !  Tai bhaiera dowa kore gali dia nijer kobor nije khodai koiren na !",0,0,0,0,0,0
Bhoot er mukhe ram ram... ,1,0,0,0,0,0
"Amar pasher bashar bhai ra tader bondhuder niye Amar bashay ghurte ashchhilo. tara ottonto bhalo manush, kokhono kharap kaaj Kore na.  amra golpo kortesi, er moddhei kotha theke jeno akta hegab pora meye eshey oderke prosroy diye dilo ar Tara amake rape Kora shuru korlo. oidin er koshto Ami akhono bhulinai. ajke abar amra chaa er dokane adda dicchhilam tokhon arek hegab pora meye tader ke porosroy dite ashchhe tokhon ami take ei video ta dekhaisi ar shey shathe shathe bhalo hoye gese ar Amar pasher bashar bhai rao bhalo hoye gese. apnar jonno ajke amar jibon beche gese bhai. apnake onek dhonnobaad",0,0,1,0,0,0
Jara offensive commnts kortesen.! Ase pashe ki hocche na hocche esob na vebe!    asole apnder uchit gun diye nijer mathay rekhe trigge pull kora!    JOTTOSOB!   kichu bolte na paren atlst offensive kotha bole nijera na gu khan etar prove diyen na!!!    !   Point hocche issue ta ki niye!  Is it worthy or not!!!    Bloodly!!,1,0,0,0,0,0
. oi video ta te kharap kichui silona. hudai eto jhamela korse...,0,0,0,0,0,0
??  mane seriously????......kicu manuser oke karap lage that's ok...but ajker topic tate aisob lame comment kivabe kora jay??????,0,0,0,0,0,0
 But ekhane egula bole lab nai. 99% manush e faltu comment kore chole jabe tmi ki bolla or bujhaite chaila eta Kew dekhbe na  Eta asholei Bangladesh bro!  I'm a girl & & amar kharap lagtse j Ami Bangladesh e jonmaisi??,0,0,0,0,0,1
Apnr moto jara nas gan kore video upload dey..r apndr jownota vora nas gan gola dake manush ra ai karap kaje lipto hy..,0,0,0,0,0,0
BAINCHOD,1,1,0,0,1,0
BOKAC**DA,1,1,0,0,0,0
Ajk khala dakha Jotona Kosto payachelam ai post ar coment gula Amar Sob Kosto Dhuya Dca.Salman tor moto abal Jano Bangladesh Cup nawar Ag porjonto bacha thaka Amin????????,1,1,0,0,1,0
 comments arokom abal Manuser ovab nai jara kicu lekte paruk r na paruk love and respect from bollam na ajob khota koy banggali I mean akta khota bujuk r na bujuk love and respect Birok to keu jodi kicu bolte cau amar khota ta vaiba boila jayo naki tomi o love and respect ????,1,0,0,0,0,0
Amar shathe shojashoji na kothai bole amar bepar e kotha bole'.,0,0,0,0,0,0
Salman vai friendly ekta ktha bolte chai. Apnk niye miyedr ato chukaney kenu janen. Bcz apnk sobai kace pite chai sobao jealous r ty ato chukany uthca  jar jonno control  na pere sobai kisu na kisu bolei jacca jenu tader sukh ta at list mete.. Bro u r the legend.  Worldwide legendary boy????????????Luv u...,1,0,0,0,0,0
Bhai tumi toh dekhi star plus er naika. ghorer bhitore sheje guje ghum jaw. Oh! abar juta pore o ghumaw.,0,0,0,0,0,0
No problem vaiya... Ami tmke akta suggestion dei tmi sanju hindi movie ta akbar valo Kore dekben..  Manus ar kharp time jai???? abr valo time o ashe ??????so tmi just ignore koro dekba tmke niye jara kharp kotha legse tara tmke niye abr valo kotha legbe..,0,0,0,0,0,0
 Experience ache bolei right hobe emon kono kotha nei,0,0,0,0,0,0
"Bhai, Bangladesh eh parents der upor diye kichu bollei beyadobi hoye Jai. My mom always tells me ,“Manush er shamne baba ma ke choto korte hoyna”  where as shey nijei amader manush er shamne embarrass kore. Mane nije jeita korbe shetai thik. My mom believes in “Manush ki bolbe..” and also has the attitude of “Manush er shathe tomar jorana” ...... Jai toh koi Jai ami ??",0,0,0,0,0,0
tmr kace amr English prvt prte hbe??,0,0,0,0,0,0
"Manuser gala gali khawar voye,, ekon bangla post na kore,, english a post kortcee    :-D tmi ki mone koro manus kicu bujenah !! ",0,0,0,0,0,0
Baba ma k bujano jay na asob.. Tara boro..r boroboroder kotha sunte hoy..baba ma k kosto dile pap hobe..etc.. Agular jonnoi keu right tao akon bole na..,0,0,0,0,0,0
 Jani j..  haters ra.. taw.. Haha dibe...??????..,1,0,0,0,0,0
"Vai kisu bujhlm na  Apnader prblm ki  Salman Mohammad Muqtadir er obhodro prem release korer por kotto kisu bollen...  Bangladesh e kotto kharap kharap video song ,movie release hoy  Oi gula ki apndr chok e pore na??????",1,0,0,0,0,0
"Haters go codone baca jaccena,  r a atoi jokhon jole boss re jokhon tolerate korte paros na tahole bos ar page asos kn??hoga mara dibar jonne?jottosob abaler team  Boss is boss??",1,1,1,0,1,0
"  are parents der sthe onnoder compare korben,omuker baba ata pare,omuker ma ota pare,omukra to kotipoti,tomar bondhu to america thake,omuker 10ta flat.  Equal-Equal",0,0,0,0,0,0
bhaiya. tmi ekmatro j amadr moto koste thaka kisor dr bepar a kota bolo jara poti din bullying er sikr hoi #thank_u,0,0,0,0,0,0
"""Jeidin baccha hobe sheidin bujhba parenting ki""-??",0,0,0,0,0,0
Atodin a akta juktiwala ktha sunlam tar theke??,0,0,0,0,0,0
"HSC pass korte 22 bar  xm diya,,aber English marai,,,falto,",1,0,0,0,1,0
Always keno majhraat a apnr bigar uthe ???,1,1,0,0,1,0
Bhai ami ekta kotha koi Shankar bus stand er picher goli te van niya boshe bhai matro 20 tk egula kan huday tk khoroch koren oi tk diya meye potaite parben Toh,0,0,0,0,0,0
Ghumao na keno broh? ghumao jao.,0,0,0,0,0,0
Vaiya Chattgram theke Dhaka ashche Akta wish niye seta holo apnr sathe dekha... Please vai aktu bollen nah Apnr sathe kothay dekha hbbe? And believe me ami apnr video tkhn theke dekhi jkhn theke apni video make koren! Vai Please vaiva Deikkhen!,0,0,0,0,0,0
"vai nude video thukku new video joldi char, jate amra aro moja nite pari r ha ha react dite pari?????? (lope u jessia????) lope from Uganda",1,0,1,0,0,0
Er jonnoi ami apnr post e comment korina ..cz ato comment porte porte r haha react dite dite phn e charge ses hoye jay. ...jiboner jhuki nia charge diyew Ami apnr post dekhi ...sudhu haha react dibo bole ??????????,0,0,0,0,0,0
2 Jon eksate Liton er plate gele dus Na.laganir por saira gele seleder dus.val tokon lagaite dew keno . comment E. Paltu meyeder comment dekle mon Chao.??????????,1,0,1,0,0,0
Bangali r jai hok 1971 er muktijudho er kta vule geleo tmr kta kintu kkhno vulte parbena ato mohan salman????,1,0,0,0,0,1
Hawker market ee available koita lagbe 150 taka kore ?,0,0,0,0,0,0
Toke diye jodi T-shirt r modeling kore sei T-shirt ki cholbe.....???,0,0,0,0,0,0
Bai plzz new video den,0,0,0,0,0,0
Tmr baal a ami agun lagiye dsilam Vaya ????,1,1,0,0,0,0
 juliye rakhbo na sathe sathei acpt hobe??,0,0,0,0,0,0
Jara Galagali kortechen Tra nijer Tao Aktu Vabe dakhun??,0,0,0,0,0,0
New Market e pawa jai 200tk dia er theke bhalo quality??,0,0,0,0,0,0
Dekho faltumi chere dao  Valo hoye jao  Ar hea ai t-shirt ?? jassia k dao or jama kapor ar ovab or upokar hobe ...,0,0,0,0,0,0
Price of these tees?M size available? Vaiya tmr post er comment gula na dekhle bojhaay jaay na je Bangladesher oligolite jotto sob bosti ar 3rd class polapan ekhono ache..Odeer ektai dukkho ora tmr porjaye kokhono reach korte parbe na??And you have enough humor & great mentality to handle these shits?? Love you?,1,0,0,0,0,0
01867417276..ata amr number..20 tk recharge kre dao tw??,0,0,0,0,0,0
"Ato kisu korar ki drkr bonani footpat a van garite niya boslei paros, baicha lon khali 100",0,0,0,0,0,0
ki ekta obosta.tmder asholei kam kaj nai eisob comment koira j ki moja pao tmra allah e jane ekta mnusher piche emne porar kono manei nai tmdr deklee to mone hoy morar ag porjonto o jdi salman post dei tmra eisob faul comment korva.kaore like na korle mnush aro oi jinish ignore kore bt tmra to pichei poira acho. Nothing to say??,0,0,0,0,0,0
Jessikar huga cato.Judi akta pad marto tokhon ki hoito ami tw atai vebe pai na..,1,1,1,0,1,0
80 taka goosebumps from ODC (Opposite of Dhaka College) market,0,0,0,0,0,0
Tahmina Achal vaiii kalke theke amr choke shudhu ekhn oitay vashtese. :v,0,0,0,0,0,0
Video banano bad diya akhn ganjjir bebssa dorsso kn??,1,1,0,0,0,0
Chaad Dekha committee may be tomake dekhei Eid confirm korse ??,0,0,0,0,0,0
"ai j amake dekhe??...ami jantam,amar post dekhar por j tmih post korba amake niye...lukaiya lukaiya stalk koro na?eto valobasha lukaia raikha lav ki bollei paro???? Btw Eid mubarak",0,0,0,0,0,0
Amr tmr hair style akdom pochondo na ??tumr hair deke  1st vbsilm tumi amr dada vai ??trpor deki tumi soloman ??muqta,1,0,0,0,0,0
"Hoteo pare, Kalker chadta o matchstick er moto shukna chilo, Plus just kichukkhoner jonno esechilo.. ",0,0,0,0,0,0
Bahire ki salman ber htee parena???????????? jessia ki akhono gate a et niye daray ase?,0,0,0,0,0,0
abal marka ?,1,0,0,0,0,0
bainc**d,1,1,0,0,1,0
sara boschor panjabir add kore last pojjontho Jakat er panjabi diye Eid korla???,0,0,0,0,0,0
Baire gele to manus juta pita korbe accha basae pic tule ei up dei ??????,0,0,0,0,0,0
Tumi r jesssica naki ek ei background ea pic tulco? Meme ea deklam!! Confirm korte tmader wall ea aslam! Paro o baap natok korte!,0,0,0,0,0,0
 vai ami tmr page following dia rakchi sudu comment gula porar jonno.. Tmio poiro vai ??,0,0,0,0,0,0
Ami e ak matro manus? J ai abal er abal marka post er comment dekhe binodon newar jonno ai page a like dya rakhsi? ??,1,0,0,0,1,0
 jokhon AIUB er perform dekhchilam thokhon theke . ?????,0,0,0,0,0,0
"Sobai roja ache, jar jonno ei prothom tomar post er commente keu gali dicche na!!! ????",1,0,0,0,0,0
  Hoo..ovodro prem to comedy chilo:-),0,0,0,0,0,0
Salman vi amr kase apnr banano porn video ovodro prem ache......????viral kore debo?,1,0,1,0,0,0
Onno Keo Shuntesi Bro Onk Xoss. But Offline Download Hosse na??,0,0,0,0,0,0
 (onno keo.)..??????..mone dhorce song ta akdomm.... Amar moto tomai ato valobashbe ke bolo??????,0,0,0,0,0,0
Krittim Upohar Dibe Ki shopne!?kokhono Ki Icche kore Jete Oronne!?Amar sathe Adhar rate ekaki Hat dhore!!?(ei part ta best Lagche amar kache????????),0,0,0,0,0,0
"tor jiboner shob cheye boro vul hoise erokom baal saal gaan release kora, wanna be jotto shob tora, tora shob gulai same, ektu fame pailei nijeder k mon a koros Leonardo Di Caprio ar George Michael, jotto shob baal saal ??????",1,1,0,0,1,0
"Bro Tahsin bhaia abar ata nieo na shuru koren.... Jai hok,I will always support you! EID MUBARAK! ??",0,0,0,0,0,0
